sk_empresa;sk_ramo_atividade;nu_ordem
7910;107;1
1981;209;1
7388;97;0
1980;425;0
1981;271;2
7407;153;3
1980;121;1
7391;306;0
1981;269;0
1978;110;0
7380;1178;2
7384;97;0
7378;306;0
7385;101;0
1977;242;0
2432;123;0
7387;199;0
1975;97;0
1950;186;0
7925;101;0
2452;97;0
7344;278;0
7925;188;1
7488;110;3
7929;130;1
7349;105;2
7347;116;0
7930;751;1
1947;130;0
7338;256;4
2455;580;2
7930;1179;2
7341;130;0
2449;97;0
7338;1180;2
2455;1181;0
1952;859;2
1952;655;1
2443;1182;0
2445;1020;0
1953;1183;3
7917;537;4
2446;110;2
1953;1184;4
2440;97;0
1984;97;0
7356;185;0
1951;100;1
7355;199;0
1951;97;2
2448;121;0
2446;256;1
1946;193;0
1952;841;0
1951;161;0
1984;195;1
7609;1185;0
7612;140;1
7664;154;3
2170;97;1
7615;383;1
7605;155;0
7615;322;2
7612;97;0
2257;130;0
7664;157;2
2170;153;3
7664;161;0
2259;110;0
7601;97;0
2251;115;2
2170;195;4
2170;666;0
2256;97;0
2174;119;3
7616;687;2
2173;121;0
2174;466;0
7617;1055;3
7662;1186;1
2174;344;1
2174;1022;4
7616;812;0
2251;383;1
2251;209;3
2251;222;0
7664;153;4
7616;298;1
2170;854;2
7663;122;0
7664;100;1
2264;101;0
2151;110;0
2152;687;4
2167;278;0
2152;812;0
2152;127;2
2150;97;1
2152;162;3
7600;209;3
2150;100;0
7594;100;0
2269;202;0
7594;97;1
2149;855;1
7598;749;0
2152;414;1
7598;520;1
7598;913;2
7599;1074;0
2161;1187;1
2261;195;0
2159;161;0
7600;115;1
2165;92;0
2159;185;1
2164;101;0
2161;97;0
2158;160;2
2174;1188;2
7600;474;4
2157;232;1
7600;1120;2
2158;545;3
2154;193;0
2157;233;0
7600;607;0
7630;1189;2
7645;97;2
7635;1190;2
7632;1191;1
7645;320;4
2213;97;0
7646;436;1
7645;140;3
7645;100;0
7634;92;0
2191;101;0
7648;1192;4
2233;121;1
7648;102;2
7647;222;0
7642;1193;3
7632;1194;0
2211;245;2
7645;321;1
7635;1195;4
7639;195;3
7635;100;1
7639;97;2
7638;97;0
2222;667;2
2224;100;0
7638;195;1
7635;190;3
7642;1196;1
7635;161;0
2217;121;0
7639;100;1
7639;161;0
7642;1197;2
2222;161;0
2222;328;1
7648;967;1
2183;376;0
2184;97;1
2233;122;0
2184;100;0
7653;1198;2
2180;101;0
7653;101;1
2185;1074;1
7617;497;1
7617;111;4
7657;171;1
2176;222;0
7657;1199;0
7617;558;0
2185;101;0
7617;590;2
2246;1200;1
7656;1201;0
2237;582;3
2237;176;1
2237;583;2
2237;330;0
7631;106;0
2237;290;4
2272;121;0
7648;969;3
7625;1202;4
2247;92;0
2189;110;0
2187;101;0
7648;1203;0
7625;1204;3
2186;762;0
2240;497;0
7622;155;0
2325;235;2
7720;193;0
7717;101;0
2104;140;3
7716;101;0
2337;101;0
2112;97;0
7504;1205;1
7715;110;0
7501;97;1
2340;1206;2
2340;1207;3
2104;1208;0
2104;806;1
2110;211;0
2337;188;1
2339;869;0
2104;97;2
7502;115;0
2334;206;1
7507;195;1
2129;171;1
7507;140;0
2331;198;0
2129;579;2
2332;115;1
7508;188;0
2334;221;0
7713;101;0
7710;687;2
7505;869;0
2335;123;0
2129;411;0
7504;926;0
7710;812;0
2127;100;0
2084;110;4
2071;1209;2
2346;161;0
7498;202;1
2073;744;0
2076;122;0
7792;213;1
2075;197;3
2074;101;0
2347;1210;1
2348;110;0
2066;209;0
2349;392;1
2068;115;0
7792;171;0
2077;195;0
7793;155;0
7795;92;0
7789;97;0
2090;932;0
2099;110;0
7496;97;0
7498;287;0
7740;101;0
7494;101;0
7498;289;2
2100;242;0
2089;193;0
2331;140;1
2084;190;2
2084;100;0
2084;158;1
2345;1211;0
2346;97;1
2224;97;1
2345;1212;1
2139;640;2
7681;188;1
2286;278;0
2292;101;0
2286;110;1
2281;1213;2
7681;101;0
2281;313;1
2285;202;0
2287;143;0
2289;155;0
2139;922;0
2139;920;4
2287;331;1
2287;590;2
2281;355;0
7683;1214;1
2139;190;3
2287;712;3
7591;171;0
2148;152;1
7678;292;2
2148;140;2
2149;195;2
7678;242;0
2148;195;3
2148;113;0
7589;171;0
7577;122;0
7580;1215;1
7575;116;0
2145;193;0
7586;140;0
7678;97;1
7581;392;2
2146;130;0
2304;110;0
2329;1216;1
7707;1217;1
2330;130;4
2135;110;0
7488;1218;2
7707;1219;2
2325;201;3
2325;171;1
7708;155;1
2130;1220;0
2330;337;2
2130;1221;1
7710;298;1
2131;140;0
2312;295;0
7708;122;0
2130;97;2
2137;1222;0
2295;193;0
7688;115;0
7689;101;0
7688;110;1
2139;590;1
2296;274;0
7685;238;0
2294;169;0
2149;829;0
2137;171;1
2302;1074;1
2303;1223;1
7698;101;0
2301;213;1
2296;272;1
2330;308;3
2297;92;0
2300;1224;2
2084;228;3
7176;97;1
1775;140;0
1762;100;0
8193;337;0
1779;204;1
7174;122;0
8180;209;0
1773;200;0
7173;140;1
1769;105;1
8237;1225;3
1769;107;0
1771;97;1
8193;121;2
1771;292;2
1771;1226;0
2632;130;2
1784;163;2
8184;1227;1
2629;257;1
7194;1228;3
7185;101;0
1784;1229;4
7182;121;0
8184;960;2
1784;199;3
7176;161;0
7180;97;0
1782;292;2
2629;259;0
8187;121;0
2632;1230;3
1782;97;1
1782;242;0
8193;308;1
1736;263;2
1736;281;0
7173;97;0
7164;113;2
1737;161;0
7164;152;3
1736;1231;1
7164;140;4
7164;185;1
7164;161;0
1731;122;0
8236;131;0
8231;211;0
8229;155;0
8232;278;0
8235;1232;2
8230;122;0
7170;1173;3
1748;242;0
1746;101;0
1762;767;3
7170;130;2
2641;97;0
1762;190;2
7170;960;4
1744;97;0
1743;153;2
2645;192;0
1740;1233;1
2644;97;0
1744;140;1
8228;121;0
1743;157;0
1743;154;1
1762;114;1
1813;1234;4
2617;153;3
1801;537;2
2615;735;3
8117;171;0
1810;1235;2
1787;97;2
1807;125;0
2617;154;2
1802;918;4
1802;1236;1
1802;1237;3
1803;122;0
2615;419;4
1802;915;0
1802;151;2
1812;101;0
8103;256;3
8103;557;2
8103;1238;4
8095;602;2
8095;425;1
8103;1239;1
1832;419;1
7194;1240;4
8103;269;0
1824;1241;1
2615;331;1
1818;195;0
1825;195;3
1825;119;2
2615;214;2
1825;100;0
1825;158;1
8118;101;0
2621;1242;2
1790;162;3
2617;100;0
7188;1243;0
8168;498;1
7188;411;1
8171;122;0
1790;137;1
1787;100;1
1788;222;0
1787;161;0
1789;1244;1
7188;1245;3
8168;495;0
7187;497;0
2624;101;0
1790;127;2
8151;169;0
8149;110;0
8154;1246;0
8148;161;0
8143;97;0
2618;744;0
2617;157;1
8146;155;0
7191;105;1
1793;1247;3
8162;110;0
7188;171;2
8154;154;1
7191;107;0
1793;543;2
2620;295;1
2620;1248;0
1785;110;0
8289;188;0
2676;169;0
8297;97;0
2673;102;0
8288;1050;4
8296;847;0
2660;640;1
8296;1249;3
1728;193;0
8296;1250;4
2678;1251;1
8296;1120;2
2677;110;0
8288;253;1
2678;840;2
2678;893;0
8296;968;1
2663;209;0
8288;104;3
2666;388;0
8287;97;0
2660;195;3
1694;321;1
1698;910;3
8286;1252;3
1694;198;2
8288;102;2
8288;695;0
2666;198;1
2666;365;2
1694;161;0
2668;199;0
1694;1253;4
1694;1254;3
8289;188;1
1678;140;1
1678;97;0
8297;195;2
1679;102;0
1680;115;0
2693;1139;0
1679;125;1
2693;389;4
8307;97;0
8307;140;1
2693;1255;1
8307;195;2
1677;123;1
2693;278;2
1677;172;2
8306;209;0
1677;170;0
8299;130;0
8298;140;1
8300;712;3
8298;97;0
2680;101;0
8300;740;1
2687;1256;1
2687;1257;2
2687;1258;0
8300;640;2
8300;1045;0
8303;171;0
1684;97;2
2687;117;4
2687;807;3
1684;100;0
1684;309;1
8297;140;1
2650;1259;0
1715;171;0
1710;357;4
1716;1260;1
1698;135;1
8262;101;0
8259;101;0
2650;195;4
1710;415;1
1710;1261;2
1710;859;3
7156;1262;0
2650;331;1
1717;460;2
1711;1263;1
2650;1264;2
1714;121;0
8238;122;0
1725;1265;0
8239;185;0
1725;502;1
7163;130;0
8241;1266;1
7159;1267;1
1726;161;0
7158;1268;0
8251;467;1
8251;607;0
1717;458;1
1719;97;0
7158;957;1
1717;695;0
8244;97;0
8245;97;0
2650;1269;3
8285;129;0
2657;155;0
7156;1270;2
7136;161;0
8278;116;0
1700;709;0
7143;143;0
7143;1271;1
1700;121;1
1698;128;0
8286;97;1
1698;168;2
2660;1272;2
7135;198;0
1702;130;0
1700;712;2
2660;1273;0
8286;140;2
8269;536;3
8268;173;1
2654;259;1
2654;1274;0
7156;1275;1
8269;884;0
7143;1276;4
8266;169;0
7143;894;2
8269;234;2
8269;887;1
8272;97;0
8269;417;4
2654;257;2
8273;123;0
7143;92;3
1704;130;0
1717;696;3
8028;92;0
1863;1277;3
1863;190;2
8057;155;0
1863;740;1
2540;110;0
2508;1278;4
2529;195;4
2509;97;0
2510;1002;2
2529;467;3
8031;97;0
8063;171;0
8067;129;0
8062;110;0
8032;199;0
7283;153;3
1864;235;1
1864;201;2
1881;238;0
8007;110;0
1880;533;3
1880;1081;2
2508;599;3
2508;1279;0
2508;592;2
8008;344;1
8008;1280;0
8076;976;2
8008;235;2
8076;326;1
8074;100;0
8008;1281;3
1846;199;0
8074;97;1
8013;130;0
1890;97;0
8012;97;0
1887;199;0
1863;1282;0
2553;97;0
2508;161;1
8073;885;0
1884;97;0
8072;110;0
2555;1283;1
2529;1284;1
7280;97;0
8047;948;0
8047;97;1
8056;101;0
7261;234;1
8045;385;1
2520;110;0
1874;222;0
7257;122;0
7261;500;2
2513;121;1
8093;204;1
7271;140;0
1871;202;0
8045;242;0
2513;102;2
7265;97;0
8047;664;2
2513;112;0
8044;171;0
7263;122;0
8046;238;0
7262;130;0
8033;110;0
8053;1285;4
8053;688;1
1868;115;2
8053;883;2
1878;140;0
7283;154;2
8055;125;0
2529;1020;2
7283;157;1
1879;101;0
8035;110;0
7281;92;0
7283;161;0
8036;222;0
2521;121;0
8037;171;0
8048;1286;2
2526;211;0
2529;1153;0
8039;101;0
8053;1287;3
2522;834;2
2536;123;0
7288;101;0
8090;850;1
7291;157;1
8077;1288;2
7213;157;1
2613;538;1
2610;1289;0
2613;375;0
2613;200;4
2504;1290;4
1909;105;1
8090;832;0
2560;116;0
2504;222;1
2610;584;1
7213;154;2
1908;106;0
2570;170;0
2570;172;1
1904;101;0
1906;199;0
2570;121;2
8080;1291;2
8078;122;0
8084;105;1
8084;107;0
7213;100;0
2504;1292;0
1901;161;1
1901;548;2
2565;868;2
1901;1293;0
7997;222;1
2571;101;0
1907;123;0
7999;120;0
7197;122;0
1841;211;0
1898;123;0
2502;256;0
2504;383;2
7999;98;2
7283;195;4
7213;153;3
2505;188;0
8077;111;3
7291;195;4
7284;508;0
2504;115;3
8077;1294;4
1840;193;0
2613;1098;3
7999;117;3
1896;233;0
2507;121;0
8004;278;0
1834;1295;1
2613;1296;2
7999;99;1
1896;232;1
1909;107;0
8076;161;0
4673;1297;3
2873;1298;1
4191;1298;0
3558;1299;3
5306;1299;1
1;1300;2
5370;1299;2
4673;1301;0
6948;1302;0
6948;1298;1
5738;1303;1
4673;1304;1
7280;1299;1
6251;1305;4
8244;1299;1
6967;1306;2
8654;1307;0
7589;1299;1
7590;1308;2
7590;1309;1
2451;1298;0
4673;1310;2
4673;1311;4
7997;1312;3
1675;1313;2
6244;1314;0
8305;1299;2
7590;1315;3
3051;1316;3
4103;1304;1
7959;1317;0
9119;1305;3
2465;1318;0
6666;1308;1
4103;1310;2
911;1319;0
4096;1310;0
1561;1301;0
3318;1320;1
1009;1310;0
4103;1311;4
2465;1310;1
3762;1321;2
5009;1322;3
6982;1299;0
6690;1299;4
4762;1298;0
9173;1323;3
4210;1299;0
7657;1299;3
9119;1299;2
6382;1324;0
1005;1310;0
3762;1325;1
4103;1301;0
3762;1326;3
4103;1297;3
4089;1301;1
870;1310;0
4978;1299;4
4089;1302;0
4089;1327;4
1609;1328;2
6666;1329;0
5755;1330;2
4964;1331;2
2212;1324;4
4089;1304;2
7997;1332;2
2493;1333;2
6209;1298;1
2493;1334;1
4551;1299;4
6708;1299;3
9173;1335;2
4502;1299;0
5313;1302;0
2493;1301;0
1400;1336;1
8805;1310;2
3797;1302;0
4089;1310;3
2493;1298;3
2137;1337;2
5193;1299;1
135;1338;1
6580;1338;1
5199;1339;2
135;1318;0
3223;1310;0
1500;1299;4
2006;1299;1
5983;1324;4
5983;1340;3
8154;1341;4
5985;1342;2
531;1298;1
4019;1343;3
531;1339;0
135;1310;2
2101;1301;0
2101;1311;4
2101;1310;2
6352;1344;0
4584;1302;0
2101;1304;1
2101;1297;3
3619;1301;1
1561;1310;2
1986;1310;2
2945;1332;0
3619;1298;4
3619;1333;3
695;1299;0
3619;1334;2
8508;1345;1
8929;1345;2
8929;1346;3
5677;1347;2
5680;1310;0
7816;1299;2
6868;1310;1
3688;1302;0
1823;1348;1
3198;1310;0
7826;1310;2
3933;1299;1
6536;1348;3
4617;1349;3
3954;1350;1
7412;1351;0
5955;1310;3
6868;1302;0
3218;1302;0
8953;1352;1
5170;1339;0
3172;1318;0
674;1310;4
5170;1298;1
5606;1298;0
6876;1310;1
9454;1351;0
3651;1353;2
3651;1308;1
1800;1310;1
3651;1329;0
7467;1302;0
3651;1354;3
2945;1312;1
4827;1299;4
1561;1297;3
1561;1311;4
9755;1302;0
1735;1339;1
8838;1355;0
3403;1299;0
8488;1319;2
5256;1356;0
6361;1357;1
3715;1358;4
5545;1299;0
2633;1298;0
6931;1310;0
1561;1304;1
511;1359;0
4901;1360;2
9845;1361;1
7159;1362;4
2832;1363;1
2832;1364;0
9454;1365;2
2368;1366;1
7371;1363;0
4526;1367;3
4411;1368;2
5351;1369;3
4903;1370;4
4755;1370;4
316;1371;0
2475;1372;3
2918;1373;4
4469;1362;0
9562;1371;2
7372;1360;2
97;1360;0
4569;1370;4
6957;1374;1
9440;1369;1
2245;1375;1
9562;1376;3
9724;1360;0
2475;1377;2
319;1370;4
5343;1360;0
9755;1362;1
7304;1363;1
1;1378;3
9748;1359;0
2835;1362;0
4818;1379;1
4995;1366;0
7163;1366;3
558;1360;0
165;1362;3
9837;1359;0
557;1362;3
9570;1380;0
4882;1370;4
104;1381;4
5366;1370;4
2301;1362;3
4972;1359;1
5378;1363;0
9829;1360;4
3048;1360;0
9833;1360;2
2728;1382;4
346;1370;4
4617;1362;4
2309;1370;4
9202;1366;2
9695;1383;0
2825;1362;2
2232;1384;0
2232;1363;2
2569;1362;0
2232;1385;3
2568;1364;0
2232;1386;1
6964;1387;3
2495;1370;4
104;1388;3
4980;1362;1
4933;1383;0
4605;1362;0
350;1370;4
4932;1359;0
5136;1360;0
358;1376;1
316;1376;1
2829;1370;4
358;1371;0
7163;1389;2
4619;1390;4
7330;1366;3
783;1391;2
9391;1362;4
7592;1392;2
2654;1363;4
69;1370;4
7075;1368;2
2943;1362;0
9606;1359;4
5026;1362;1
327;1393;2
4241;1376;1
4241;1371;0
694;1362;4
135;1394;3
4843;1363;0
4637;1395;1
2465;1363;2
2997;1370;4
2626;1396;0
135;1362;4
4317;1359;0
50;1360;0
7178;1362;0
2952;1363;0
5227;1370;4
2886;1360;0
2954;1362;1
445;1392;2
9746;1397;1
2790;1364;3
121;1370;4
6990;1363;3
4578;1360;0
4255;1398;1
2717;1364;0
4964;1365;3
4307;1360;0
4554;1363;1
43;1399;4
4647;1400;2
4678;1401;1
522;1362;0
4224;1360;0
2425;1402;2
2351;1403;2
145;1383;0
684;1362;1
5009;1404;4
9805;1366;3
113;1366;4
2842;1360;0
2351;1405;3
25;1364;0
9520;1406;1
2661;1366;0
4559;1369;1
7169;1362;0
9850;1359;0
6996;1366;4
2878;1370;4
853;1363;0
7133;1359;3
5287;1370;4
9520;1407;0
2548;1360;0
5037;1408;1
4237;1362;4
4779;1409;0
285;1362;4
6840;1370;4
9883;1370;4
5200;1359;0
4694;1360;3
9408;1362;1
288;1383;0
9256;1359;3
6924;1363;3
9801;1380;0
2358;1383;0
9762;1383;0
520;1360;0
6844;1363;0
2879;1363;1
4219;1361;0
5193;1362;2
4647;1410;3
7911;1411;2
8705;1370;4
5906;1376;1
6580;1412;2
3167;1359;3
3975;1370;4
6580;1413;3
6058;1362;0
5906;1362;2
8264;1371;0
2078;1360;0
3586;1360;0
4000;1362;2
2081;1363;0
1346;1383;0
3414;1374;1
1538;1383;0
3589;1362;4
1735;1414;2
1155;1370;4
5907;1415;0
6558;1359;1
3624;1364;1
8490;1416;2
1513;1363;0
3181;1417;3
3614;1364;0
5615;1383;0
3388;1362;1
8190;1418;1
3405;1419;1
8488;1420;3
3405;1421;0
8484;1422;3
8488;1423;4
4001;1424;0
5906;1371;0
2057;1425;1
8953;1362;2
6263;1359;0
3560;1360;0
1351;1370;4
9046;1426;4
9044;1360;1
8244;1362;2
1410;1427;3
1074;1359;1
1074;1383;0
9046;1384;3
6646;1359;0
8264;1376;1
4066;1362;4
3103;1362;1
5507;1383;0
2137;1413;3
8243;1360;0
6631;1428;2
1410;1429;4
5543;1366;0
2113;1370;4
2109;1383;0
7722;1360;2
2125;1359;1
9009;1385;4
9004;1363;1
7714;1417;1
2090;1430;1
9009;1431;3
9033;1360;0
5538;1370;4
8238;1362;1
5536;1432;1
1726;1362;1
8422;1362;4
2088;1433;0
3122;1362;0
1591;1434;3
3583;1370;4
1547;1370;4
8934;1435;3
1839;1371;0
1839;1376;1
8620;1436;4
1430;1366;4
8052;1370;4
8075;1376;2
8075;1371;1
3256;1437;4
3251;1359;0
8604;1362;0
8821;1362;4
8824;1418;3
8087;1362;1
5738;1438;2
8806;1439;3
5736;1440;2
5736;1441;1
1867;1442;0
7959;1443;2
7959;1410;3
1307;1444;1
1307;1445;0
8645;1362;0
3803;1370;4
7959;1446;4
7972;1363;1
8744;1383;0
3799;1447;2
5771;1448;3
3264;1362;1
6361;1362;3
8800;1449;0
3271;1450;2
1245;1366;1
1944;1364;4
7959;1451;1
8068;1452;0
3828;1370;4
1910;1370;4
3917;1362;2
5822;1376;1
3642;1359;1
2030;1370;4
5822;1371;0
7842;1383;0
5677;1362;3
5666;1453;0
3187;1371;0
7826;1362;3
3187;1376;1
6002;1454;2
7830;1380;0
5666;1446;1
1188;1372;4
3387;1363;3
8508;1455;3
1970;1452;0
1329;1451;0
3678;1372;4
1329;1456;1
8594;1362;1
3862;1366;0
5942;1362;1
8096;1422;3
1329;1385;2
3678;1457;3
5953;1458;0
6411;1459;1
3738;1376;3
1799;1460;0
1188;1418;3
1336;1364;1
1958;1361;0
3894;1383;0
5721;1461;3
5713;1462;4
5693;1370;4
6664;1359;2
1704;1463;2
1705;1360;0
6380;1360;0
4085;1359;2
6127;1415;3
1642;1464;2
6108;1465;4
1032;1359;3
1615;1364;0
3318;1376;3
5404;1362;2
6134;1363;1
3453;1360;0
3318;1466;2
1406;1366;4
8654;1362;2
6375;1364;4
898;1364;0
5405;1359;1
1406;1467;3
9179;1376;1
9179;1371;0
1897;1359;0
9123;1370;4
6225;1452;1
8001;1359;0
3738;1371;2
9124;1383;0
6709;1360;0
8328;1370;4
3470;1362;4
3061;1468;2
2190;1469;0
911;1470;1
3752;1360;0
8681;1360;2
4104;1363;1
6127;1363;2
7999;1364;4
4107;1370;4
5475;1364;4
8309;1383;0
3738;1362;4
5383;1370;4
3489;1370;4
6104;1471;4
8305;1457;3
5477;1362;2
7640;1362;2
5401;1383;0
1695;1364;0
5388;1370;4
8098;1472;0
3664;1472;1
9231;1473;2
3664;1474;2
3660;1474;2
1977;1474;2
5061;1475;0
1977;1472;1
4513;1472;0
8917;1476;1
324;1472;1
1817;1472;0
1460;1477;1
3660;1472;1
9230;1478;1
3358;1475;0
8922;1475;0
5910;1474;3
5054;1472;0
6924;1479;4
8651;1480;2
5123;1472;0
4572;1481;0
9861;1482;3
855;1483;4
9861;1474;4
8515;1484;4
4153;1478;1
3866;1485;2
9231;1484;3
8515;1485;3
8599;1486;2
325;1481;0
3291;1487;1
9504;1478;1
7618;1488;2
2620;1489;3
6097;1475;3
8524;1481;0
8045;1474;3
7843;1481;2
3512;1490;0
5910;1477;2
5097;1491;0
8912;1481;0
7840;1472;1
5679;1492;1
7840;1474;2
9855;1475;0
3909;1493;0
9504;1491;0
7657;1494;4
5679;1493;0
5683;1474;1
7014;1484;4
8520;1474;1
1178;1493;0
7014;1473;3
2009;1472;0
1215;1472;0
8531;1495;3
2809;1472;0
2007;1472;0
8522;1481;0
9230;1491;0
3918;1476;0
5912;1477;1
2756;1472;0
3291;1493;0
2620;1473;2
8897;1474;3
8646;1491;0
8897;1477;2
9831;1481;0
7358;1481;0
1861;1496;0
9664;1475;0
893;1497;0
1438;1481;0
4480;1472;0
9615;1481;0
12;1481;0
894;1476;1
4586;1475;1
2525;1491;0
2525;1478;1
2555;1498;3
1259;1472;0
3260;1476;1
9590;1481;0
3059;1474;2
2787;1472;0
2555;1499;4
4164;1491;0
4171;1481;0
431;1477;1
4164;1478;1
4153;1491;0
9645;1472;0
2473;1476;3
4494;1500;0
6189;1472;0
8749;1493;0
8308;1473;1
5799;1472;0
4582;1472;0
7321;1472;0
8646;1478;1
1;1501;4
879;1475;0
1283;1491;0
1283;1478;1
8734;1473;3
5922;1493;0
6445;1502;1
7947;1481;0
4178;1503;3
9200;1504;4
5016;1472;0
874;1505;4
3052;1506;3
6347;1493;0
8667;1473;3
7630;1496;4
2863;1472;0
6323;1481;0
2439;1472;0
7630;1507;3
867;1491;0
7007;1481;0
3716;1491;0
8305;1508;4
9996;1472;0
3498;1481;0
6926;1509;2
5941;1510;1
324;1474;2
8599;1472;1
9549;1472;0
3468;1481;0
7915;1472;0
512;1475;0
8651;1511;4
7984;1481;0
5939;1512;4
3716;1478;1
9209;1477;1
4899;1472;0
7919;1481;0
2784;1496;0
8734;1513;4
279;1477;3
3690;1478;1
3059;1472;1
3284;1478;1
3690;1491;0
279;1474;4
3284;1491;0
9822;1478;1
3253;1472;0
275;1472;1
275;1514;2
5938;1492;1
3255;1478;1
867;1478;1
8609;1472;0
9822;1491;0
3255;1491;0
5938;1493;0
5097;1478;1
9029;1491;0
9029;1478;1
3134;1515;3
1085;1472;0
9079;1472;0
6836;1492;1
5467;1478;1
4016;1478;1
9365;1476;0
2111;1472;0
5467;1491;0
3420;1513;4
4671;1473;1
2820;1491;0
1872;1478;1
6826;1477;3
4298;1516;4
6661;1478;1
2962;1500;0
7078;1481;0
5256;1504;3
5535;1475;0
4016;1491;0
4781;1473;3
8986;1472;1
6836;1493;0
1007;1517;3
8231;1476;1
4781;1513;4
8986;1474;2
7491;1478;1
3991;1481;0
3990;1518;1
9119;1519;4
8651;1520;3
7491;1491;0
1076;1481;0
3004;1472;0
2262;1472;0
2100;1521;2
8236;1486;2
8236;1472;1
2803;1478;1
4099;1522;2
2803;1491;0
3149;1472;0
1022;1473;1
2104;1473;4
5846;1472;0
2307;1478;1
6638;1491;0
6393;1499;4
8400;1476;2
5482;1491;0
1356;1481;0
1606;1491;1
1606;1478;2
4059;1472;0
1054;1491;0
759;1476;1
6638;1478;1
1054;1478;1
4940;1475;0
7678;1513;3
6649;1472;0
7071;1522;1
44;1497;2
9299;1472;0
2284;1481;0
7680;1511;1
7680;1497;0
1872;1491;0
5482;1478;1
1048;1472;0
7157;1481;1
7064;1472;1
6661;1491;0
2312;1473;1
2307;1491;0
4964;1523;4
4786;1481;0
2820;1478;1
3545;1476;4
3116;1472;1
1708;1481;0
4293;1481;0
1348;1475;1
4054;1524;4
2718;1472;0
1069;1513;4
6631;1525;3
9289;1472;0
9728;1475;0
781;1478;1
9075;1474;2
64;1481;0
3114;1472;0
6631;1508;4
781;1491;0
4222;1474;1
2626;1526;1
5332;1527;0
2627;1475;1
7462;1478;1
6009;1478;1
7810;1484;1
661;1472;1
9450;1472;0
3016;1478;1
8375;1495;1
7462;1491;0
8489;1513;3
9152;1481;0
6020;1481;0
5153;1472;0
1527;1491;0
8009;1481;0
8185;1481;0
3318;1528;4
3955;1474;1
1782;1513;3
3961;1472;0
4924;1472;0
7821;1506;2
2909;1474;2
6545;1529;3
8045;1477;2
2909;1472;1
6691;1481;0
4922;1472;0
2664;1481;0
2908;1478;1
2908;1491;0
6006;1493;0
3016;1491;0
658;1478;1
658;1491;0
8943;1472;1
5141;1472;0
656;1478;1
8943;1486;2
6009;1491;0
661;1474;2
3953;1496;0
656;1491;0
9741;1475;0
2354;1500;0
111;1476;2
3973;1472;0
7139;1472;0
2931;1530;4
1748;1474;2
2924;1531;4
2359;1476;1
2931;1532;3
1748;1472;1
5433;1533;4
4337;1473;2
5324;1473;1
1622;1506;2
8651;1534;1
4817;1472;0
7064;1474;2
3164;1475;0
313;1474;2
6968;1476;2
680;1481;0
8480;1477;1
5442;1472;0
8958;1478;1
4354;1472;0
8376;1475;0
3968;1493;0
3402;1491;0
3402;1478;1
1528;1478;1
8380;1491;0
5602;1535;3
1528;1491;0
8380;1478;1
3171;1472;0
7175;1478;1
7468;1472;0
7175;1491;0
8958;1491;0
1365;1481;0
6587;1481;1
1527;1478;1
1533;1481;0
8652;1536;0
8655;1537;0
4946;1538;2
8652;1539;1
7260;1540;0
4946;1541;0
8655;1542;1
4917;1543;0
9765;1544;0
7260;1545;1
4946;1546;1
8655;1547;2
8655;1548;3
6305;1549;0
9968;1550;2
9968;1551;0
6112;1551;0
9968;1552;1
8268;1553;0
8279;1551;0
4775;1554;2
4775;1551;0
8265;1555;0
4775;1556;1
8280;1555;1
7145;1542;0
6093;1557;1
6093;1558;0
6093;1559;2
6091;1556;1
6091;1551;0
8263;1560;0
6100;1551;0
8265;1561;1
8280;1562;0
7070;1563;1
7070;1564;0
6213;1565;2
9990;1566;3
9990;1567;2
6213;1568;3
9990;1569;1
9990;1536;0
8342;1551;0
9994;1551;0
10000;1570;0
6213;1571;1
8323;1536;0
8323;1572;1
6091;1554;2
4761;1573;4
8362;1574;0
4757;1575;0
4761;1576;2
4761;1542;3
4757;1559;1
8344;1553;0
8343;1547;0
6219;1551;0
6138;1570;0
6130;1577;1
6142;1549;0
7170;1578;1
4887;1551;0
7194;1579;2
8597;1580;0
8088;1553;0
9823;1570;0
7194;1581;1
8527;1547;0
4873;1560;0
8088;1582;1
6309;1574;0
6310;1551;0
5929;1553;0
7004;1553;0
8069;1572;1
6350;1551;0
6355;1583;0
4917;1584;2
6350;1585;1
8610;1586;1
5929;1582;1
8610;1587;0
6350;1588;2
5980;1547;1
8069;1536;0
7186;1589;1
7167;1547;2
7167;1548;3
7167;1542;1
4917;1590;1
7184;1562;0
7167;1537;0
4809;1536;0
4809;1544;1
7186;1549;3
4809;1572;2
7165;1555;0
6252;1542;0
8178;1558;0
6290;1555;0
8178;1538;1
5986;1591;1
5986;1592;0
7186;1562;0
8511;1542;0
6002;1593;0
4853;1542;0
7186;1594;4
4860;1595;1
7186;1596;2
6412;1597;2
9013;1598;0
8969;1599;1
9013;1551;1
5492;1551;0
5542;1538;3
5613;1582;3
5214;1580;0
5542;1580;2
5542;1536;0
5584;1580;0
9745;1600;2
8969;1536;0
7796;1601;2
8969;1568;2
9411;1551;0
8978;1602;0
5533;1542;0
9408;1544;0
8978;1603;1
5542;1604;1
9325;1537;0
9325;1548;3
9325;1547;2
6814;1551;0
9325;1542;1
9303;1551;0
9335;1561;0
5502;1551;0
9321;1605;2
9335;1553;1
6823;1536;0
6823;1572;1
5523;1551;0
5523;1553;1
7705;1580;0
9338;1536;0
5518;1570;1
5532;1551;0
9338;1572;1
7699;1606;1
6591;1574;0
9442;1542;1
